segment_id,facility_id,canonical_name,lbl,lbl_full,aliases,parent_system,facility_group,facility_type,network_role,ownership_class,owner_agency,operator_agency,project_family,project_name,project_division,project_unit,project_subunit,project_path,display_rank,display_rank_source,display_rank_reason,status,length_mi,geometry_source,geometry_decision,geometry_confidence,decision_id,source_major_rows,source_delta_rows,source_ids,blm_crosses,blm_length_mi,blm_pct_length,blm_nearest_mi,blm_crossing_count,blm_field_offices,search_text
CVY_57DDEBBE_S001,CVY_57DDEBBE,West Drainage Canal,West Drainage Canal,West Drainage Canal,,,Drainage,Drain,Drainage,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.6600637149709361,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,237,,MAJOR_0237,FALSE,0,0,15.279183524986713,0,,west drainage canal west drainage canal   unknown/unassigned unassigned       drain
CVY_57DDEBBE_S002,CVY_57DDEBBE,West Drainage Canal,West Drainage Canal,West Drainage Canal,,,Drainage,Drain,Drainage,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,1.172781389622036,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,246,,MAJOR_0246,FALSE,0,0,15.896325907694978,0,,west drainage canal west drainage canal   unknown/unassigned unassigned       drain
CVY_57DDEBBE_S003,CVY_57DDEBBE,West Drainage Canal,West Drainage Canal,West Drainage Canal,,,Drainage,Drain,Drainage,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.9868180181074637,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,251,,MAJOR_0251,FALSE,0,0,16.517199623909963,0,,west drainage canal west drainage canal   unknown/unassigned unassigned       drain
CVY_57DDEBBE_S004,CVY_57DDEBBE,West Drainage Canal,West Drainage Canal,West Drainage Canal,,,Drainage,Drain,Drainage,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,1.48698464194853,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,267,,MAJOR_0267,FALSE,0,0,17.29536763214119,0,,west drainage canal west drainage canal   unknown/unassigned unassigned       drain
CVY_57DDEBBE_S005,CVY_57DDEBBE,West Drainage Canal,West Drainage Canal,West Drainage Canal,,,Drainage,Drain,Drainage,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.3169461811277353,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,272,,MAJOR_0272,FALSE,0,0,17.609107826811794,0,,west drainage canal west drainage canal   unknown/unassigned unassigned       drain
CVY_57DDEBBE_S006,CVY_57DDEBBE,West Drainage Canal,West Drainage Canal,West Drainage Canal,,,Drainage,Drain,Drainage,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,2.74987658835875,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,281,,MAJOR_0281,FALSE,0,0,17.97432996959121,0,,west drainage canal west drainage canal   unknown/unassigned unassigned       drain
CVY_57DDEBBE_S007,CVY_57DDEBBE,West Drainage Canal,West Drainage Canal,West Drainage Canal,,,Drainage,Drain,Drainage,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.1621666899385422,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,288,,MAJOR_0288,FALSE,0,0,20.558746826260958,0,,west drainage canal west drainage canal   unknown/unassigned unassigned       drain
CVY_57DDEBBE_S008,CVY_57DDEBBE,West Drainage Canal,West Drainage Canal,West Drainage Canal,,,Drainage,Drain,Drainage,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,1.3145985484528147,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,306,,MAJOR_0306,FALSE,0,0,20.679239542413242,0,,west drainage canal west drainage canal   unknown/unassigned unassigned       drain
CVY_586F6CF2_S001,CVY_586F6CF2,Parker Road,Parker Road,Parker Road,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.5398585543044969,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,216,,MAJOR_0216,FALSE,0,0,16.38360622460994,0,,parker road parker road   unknown/unassigned unassigned       unknown
CVY_586F6CF2_S002,CVY_586F6CF2,Parker Road,Parker Road,Parker Road,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.06641383219413734,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,221,,MAJOR_0221,FALSE,0,0,16.38360622460994,0,,parker road parker road   unknown/unassigned unassigned       unknown
CVY_587AA2E7_S001,CVY_587AA2E7,Kern River Canal,Kern River Canal,Kern River Canal,,,Open conveyance,Canal,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,9.975600980484662,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1115,,MAJOR_1115,FALSE,0,0,5.0845837072225795,0,,kern river canal kern river canal   unknown/unassigned unassigned       canal
CVY_59BE77A0_S001,CVY_59BE77A0,KLAMATH WEST CANAL,KLAMATH WEST CANAL,KLAMATH WEST CANAL,,,Open conveyance,Canal,Unknown,Federal,,US Bureau of Reclamation,Other Reclamation,Klamath Project,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,11.980597813838394,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,269,DELTA_0269,FALSE,0,0,1.6805153173367604,0,,klamath west canal klamath west canal   other reclamation klamath project      us bureau of reclamation canal
CVY_59ED601C_S001,CVY_59ED601C,Cole Canal,Cole Canal,Cole Canal,,,Open conveyance,Canal,Unknown,Unknown,NID,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,4.662500575488694,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1366,,MAJOR_1366,FALSE,0,0,0.9910367670963882,0,,cole canal cole canal   unknown/unassigned unassigned     nid  canal
CVY_5A9D760E_S001,CVY_5A9D760E,Lake Valley Canal,Lake Valley Canal,Lake Valley Canal,,,Open conveyance,Canal,Unknown,Unknown,PG&E,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,2.2389621570362266,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,949,,MAJOR_0949,FALSE,0,0,7.80118296079442,0,,lake valley canal lake valley canal   unknown/unassigned unassigned     pg&e  canal
CVY_5B0FD6D5_S001,CVY_5B0FD6D5,Radio Road,Radio Road,Radio Road,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,1.5168656662130857,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,247,,MAJOR_0247,FALSE,0,0,16.529711388342434,0,,radio road radio road   unknown/unassigned unassigned       unknown
CVY_5B21AB78_S001,CVY_5B21AB78,CLAYTON CANAL,CLAYTON CANAL,CLAYTON CANAL,,,Open conveyance,Canal,Unknown,Federal,,US Bureau of Reclamation,Other Reclamation,Reclamation project (unit unassigned),,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,3.3573295508270524,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,304,DELTA_0304,FALSE,0,0,3.848000547837232,0,,clayton canal clayton canal   other reclamation reclamation project (unit unassigned)      us bureau of reclamation canal
CVY_5B326C8A_S001,CVY_5B326C8A,Newman Wasteway,Newman Wasteway,Newman Wasteway,,,Drainage,Wasteway,Drainage,Local/regional public,,US Bureau of Reclamation,Local/regional public,US Bureau of Reclamation; Central California Irrigation District,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,8.189599101801843,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,303,DELTA_0303,FALSE,0,0,12.279506213113878,0,,newman wasteway newman wasteway   local/regional public us bureau of reclamation; central california irrigation district      us bureau of reclamation wasteway
CVY_5B326C8A_S002,CVY_5B326C8A,Newman Wasteway,Newman Wasteway,Newman Wasteway,,,Drainage,Wasteway,Drainage,Local/regional public,,Central California Irrigation District,Local/regional public,US Bureau of Reclamation; Central California Irrigation District,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,8.217853968442583,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,365,DELTA_0365,FALSE,0,0,12.316829085568829,0,,newman wasteway newman wasteway   local/regional public us bureau of reclamation; central california irrigation district      central california irrigation district wasteway
CVY_5B5DC547_S001,CVY_5B5DC547,Bangor Canal,Bangor Canal,Bangor Canal,,,Open conveyance,Canal,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,15.095469679889009,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1277,,MAJOR_1277,FALSE,0,0,0.6607445398483537,0,,bangor canal bangor canal   unknown/unassigned unassigned       canal
CVY_5B6BE911_S001,CVY_5B6BE911,KDD WEST CANAL,KDD WEST CANAL,KDD WEST CANAL,,,Open conveyance,Canal,Unknown,Federal,,US Bureau of Reclamation,Other Reclamation,Klamath Project,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,4.776872837069283,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,270,DELTA_0270,FALSE,0,0,2.4633758347947943,0,,kdd west canal kdd west canal   other reclamation klamath project      us bureau of reclamation canal
CVY_5BAD56FA_S001,CVY_5BAD56FA,Hamilton Slough,Hamilton Slough,Hamilton Slough,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.0013507979846345201,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,983,,MAJOR_0983,FALSE,0,0,13.314341928436686,0,,hamilton slough hamilton slough   unknown/unassigned unassigned       unknown
CVY_5BAD56FA_S002,CVY_5BAD56FA,Hamilton Slough,Hamilton Slough,Hamilton Slough,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,4.173163643279655,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,988,,MAJOR_0988,FALSE,0,0,10.19625303229485,0,,hamilton slough hamilton slough   unknown/unassigned unassigned       unknown
CVY_5BBA1FCE_S001,CVY_5BBA1FCE,Bennett Main,Bennett Main,Bennett Main,,,Other/unknown,Unknown,Mainline,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.5563511624511365,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,446,,MAJOR_0446,FALSE,0,0,22.0988877969916,0,,bennett main bennett main   unknown/unassigned unassigned       unknown
CVY_5BBA1FCE_S002,CVY_5BBA1FCE,Bennett Main,Bennett Main,Bennett Main,,,Other/unknown,Unknown,Mainline,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.5121236358032666,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,449,,MAJOR_0449,FALSE,0,0,22.100158583707334,0,,bennett main bennett main   unknown/unassigned unassigned       unknown
CVY_5BBA1FCE_S003,CVY_5BBA1FCE,Bennett Main,Bennett Main,Bennett Main,,,Other/unknown,Unknown,Mainline,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.0049703514041203895,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,450,,MAJOR_0450,FALSE,0,0,22.245699349632815,0,,bennett main bennett main   unknown/unassigned unassigned       unknown
CVY_5BBA1FCE_S004,CVY_5BBA1FCE,Bennett Main,Bennett Main,Bennett Main,,,Other/unknown,Unknown,Mainline,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.41081985075931454,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,463,,MAJOR_0463,FALSE,0,0,22.2503722190662,0,,bennett main bennett main   unknown/unassigned unassigned       unknown
CVY_5BBD6872_S001,CVY_5BBD6872,Delano-Earlimart Lateral,Delano-Earlimart Lateral,Delano-Earlimart Lateral,,,Distribution/local,Lateral,Distribution,Local/regional public,,Delano Earlimart Irrigation District,Local/regional public,Delano Earlimart Irrigation District,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,7.97747890492912,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,418,DELTA_0418,FALSE,0,0,10.01932576742965,0,,delano-earlimart lateral delano-earlimart lateral   local/regional public delano earlimart irrigation district      delano earlimart irrigation district lateral
CVY_5C1961C8_S001,CVY_5C1961C8,KLAMATH J CANAL,KLAMATH J CANAL,KLAMATH J CANAL,,,Open conveyance,Canal,Unknown,Federal,,US Bureau of Reclamation,Other Reclamation,Klamath Project,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,23.653623865551474,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,237,DELTA_0237,FALSE,0,0,0.561856015258304,0,,klamath j canal klamath j canal   other reclamation klamath project      us bureau of reclamation canal
CVY_5C1961C8_S002,CVY_5C1961C8,KLAMATH J CANAL,KLAMATH J CANAL,KLAMATH J CANAL,,,Open conveyance,Canal,Unknown,Federal,,US Bureau of Reclamation,Other Reclamation,Klamath Project,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,9.258055804918047,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,253,DELTA_0253,FALSE,0,0,10.651776135006557,0,,klamath j canal klamath j canal   other reclamation klamath project      us bureau of reclamation canal
CVY_5C1961C8_S003,CVY_5C1961C8,KLAMATH J CANAL,KLAMATH J CANAL,KLAMATH J CANAL,,,Open conveyance,Canal,Unknown,Federal,,US Bureau of Reclamation,Other Reclamation,Klamath Project,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,11.411798506474575,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,264,DELTA_0264,FALSE,0,0,11.68784735000528,0,,klamath j canal klamath j canal   other reclamation klamath project      us bureau of reclamation canal
CVY_5C2E8955_S001,CVY_5C2E8955,'B' Canal,'B' Canal,'B' Canal,,,Open conveyance,Canal,Unknown,Unknown,NID,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,5.816362715184769,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1296,,MAJOR_1296,FALSE,0,0,0,0,,'b' canal 'b' canal   unknown/unassigned unassigned     nid  canal
CVY_5C48721A_S001,CVY_5C48721A,PACHECO CONDUIT,PACHECO CONDUIT,PACHECO CONDUIT,,,Closed conveyance,Pipeline,Unknown,Federal,,US Bureau of Reclamation,CVP,Central Valley Project,San Felipe Division,Pacheco conveyance,,San Felipe Division > Pacheco conveyance,local_supporting,automatic,Automatic standard/local rank.,unknown,7.900132655038345,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,243,DELTA_0243,TRUE,0.022058764758468737,0.2792201817573362,0,1,,pacheco conduit pacheco conduit   cvp central valley project san felipe division pacheco conveyance  san felipe division > pacheco conveyance  us bureau of reclamation pipeline
CVY_5C6644B4_S001,CVY_5C6644B4,Unnamed conveyance — Major Conveyance row 1369,Unnamed conveyance — Major Conveyance row 1369,Unnamed conveyance — Major Conveyance row 1369,,,Other/unknown,Unknown,Unknown,Unknown,NID,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,2.409414269525949,Major Conveyance,provisional_source_inclusion,low,UNREVIEWED,1369,,MAJOR_1369,FALSE,0,0,5.6285324111689,0,,unnamed conveyance — major conveyance row 1369 unnamed conveyance — major conveyance row 1369   unknown/unassigned unassigned     nid  unknown
CVY_5C664CD8_S001,CVY_5C664CD8,Kern River Intertie,Kern River Intertie,Kern River Intertie,,,Closed conveyance,Intertie,Unknown,Federal,,Federal,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.11028171273892863,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1118,,MAJOR_1118,FALSE,0,0,0.7645159591577861,0,,kern river intertie kern river intertie   unknown/unassigned unassigned      federal intertie
CVY_5CDC2202_S001,CVY_5CDC2202,Clear Creek Tunnel,Clear Creek Tunnel,Clear Creek Tunnel,,,Closed conveyance,Tunnel,Unknown,Federal,,US Bureau of Reclamation,CVP,Central Valley Project,Trinity River Division,Clear Creek conveyance and power system,,Trinity River Division > Clear Creek conveyance and power system,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,10.783638269152966,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,300,DELTA_0300,TRUE,0.9954185035483399,9.230822461800994,0,1,,clear creek tunnel clear creek tunnel   cvp central valley project trinity river division clear creek conveyance and power system  trinity river division > clear creek conveyance and power system  us bureau of reclamation tunnel
CVY_5CDC2202_S002,CVY_5CDC2202,Clear Creek Tunnel,Clear Creek Tunnel,Clear Creek Tunnel,Clear Creek Power Conduit; Clear Creek conveyance system,Central Valley Project – Trinity River Division,Power conveyance,Penstock,Power delivery,Federal,,Federal,CVP,Central Valley Project,Trinity River Division,Clear Creek conveyance and power system,,Trinity River Division > Clear Creek conveyance and power system,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.02489259135818287,Major Conveyance,split_components_major_tunnel,high,16,1216,266,MAJOR_1216,FALSE,0,0,2.313852128712704,0,,clear creek tunnel clear creek tunnel clear creek power conduit; clear creek conveyance system central valley project – trinity river division cvp central valley project trinity river division clear creek conveyance and power system  trinity river division > clear creek conveyance and power system  federal penstock
CVY_5CDC2202_S003,CVY_5CDC2202,Clear Creek Tunnel,Clear Creek Tunnel,Clear Creek Tunnel,Clear Creek Power Conduit; Clear Creek conveyance system,Central Valley Project – Trinity River Division,Power conveyance,Penstock,Power delivery,Federal,,Federal,CVP,Central Valley Project,Trinity River Division,Clear Creek conveyance and power system,,Trinity River Division > Clear Creek conveyance and power system,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.1777107242968307,Major Conveyance,split_components_major_tunnel,high,16,1216,266,MAJOR_1216,FALSE,0,0,2.4636901243295517,0,,clear creek tunnel clear creek tunnel clear creek power conduit; clear creek conveyance system central valley project – trinity river division cvp central valley project trinity river division clear creek conveyance and power system  trinity river division > clear creek conveyance and power system  federal penstock
CVY_5D2F568C_S001,CVY_5D2F568C,Machado,Machado,Machado,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.13686338156397446,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,229,,MAJOR_0229,FALSE,0,0,15.792313570266325,0,,machado machado   unknown/unassigned unassigned       unknown
CVY_5DCDD2B1_S001,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,3.773917219826124,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,4,DELTA_0004,FALSE,0,0,0.496710891524224,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S002,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,2.2322231298487654,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,5,DELTA_0005,FALSE,0,0,0.025966441356155726,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S003,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.6511411018175267,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,9,DELTA_0009,FALSE,0,0,0.3517270313749326,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S004,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,1.422491418111154,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,20,DELTA_0020,FALSE,0,0,3.5727616997199836,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S005,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.048846979643348776,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,31,DELTA_0031,FALSE,0,0,0.3622273515585363,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S006,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.027117699723790033,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,33,DELTA_0033,FALSE,0,0,2.2874843316665325,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S007,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.08952782770411451,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,44,DELTA_0044,FALSE,0,0,2.299613054459043,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S008,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.03826730353320423,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,46,DELTA_0046,FALSE,0,0,0.5685800947181314,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S009,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.007123175414499668,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,50,DELTA_0050,FALSE,0,0,2.2288200507747087,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S010,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.8740533949641286,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,62,DELTA_0062,FALSE,0,0,3.5727616997199836,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S011,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.0484976565973889,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,66,DELTA_0066,FALSE,0,0,0.5925495381497929,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S012,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.03140986235410229,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,70,DELTA_0070,FALSE,0,0,2.286658007450118,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S013,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.2650700189375681,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,71,DELTA_0071,FALSE,0,0,0.6559779896285023,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
CVY_5DCDD2B1_S014,CVY_5DCDD2B1,East Branch Extension,East Branch Extension,East Branch Extension,,,Closed conveyance,Pipeline,Branch,California state,,State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,0.009532367053588432,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,84,DELTA_0084,FALSE,0,0,2.20977873791252,0,,east branch extension east branch extension   swp state water project california aqueduct east branch  california aqueduct > east branch  state water project pipeline
