Water Right/Claim ID,Status,Type,Primary owner,Source,County,Effective date,Face value,Use type,Special use area,HUC 12,Watershed,Action,,Field Office ,
S012738,Active,Statements,BLM California State Office,UNSP  AKA 10-29-2B ,Mono,12/23/2025,0.5601,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Clearwater Creek | 160503010102,Headwaters East Walker River,,,Bishop,
S012739,Active,Statements,BLM California State Office,UNSP  AKA 10-29-3B ,Mono,12/23/2025,0.168,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Clearwater Creek | 160503010102,Headwaters East Walker River,,,Bishop,
S012757,Active,Statements,BLM California State Office,UNSP  AKA 9-17-2B ,Inyo,12/23/2025,0.252,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Coyote Canyon-Owens River | 180901030203,Lone Pine Creek-Owens River,,,Ridgecrest,
S012758,Active,Statements,BLM California State Office,UNSP  AKA 9-17-3B ,Inyo,12/23/2025,4.0325,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Coyote Canyon-Owens River | 180901030203,Lone Pine Creek-Owens River,,,Ridgecrest,
S012759,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Middle North Fork Kaweah River | 180300070304,North Fork Kaweah River,,,Bakersfield,
S012760,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Middle Dry Creek | 180300070602,Dry Creek,,,Bakersfield,
S012761,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Middle Dry Creek | 180300070602,Dry Creek,,,Bakersfield,
S012762,Active,Statements,BLM California State Office,UNSP  AKA 9-18-12B ,Inyo,12/23/2025,2.4083,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Long John Canyon-Owens River | 180901030208,Lone Pine Creek-Owens River,,,Ridgecrest,
S012763,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.252,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Middle North Fork Kaweah River | 180300070304,North Fork Kaweah River,,,Bakersfield,
S012764,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,1.2041,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Middle Dry Creek | 180300070602,Dry Creek,,,Bakersfield,
S012765,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,1.6242,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Middle Dry Creek | 180300070602,Dry Creek,,,Bakersfield,
S012766,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.8121,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Middle Dry Creek | 180300070602,Dry Creek,,,Bakersfield,
S012772,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.252,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S012774,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,2.4083,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S012775,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.8121,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S012776,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S012777,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.8121,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S012778,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S012779,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,1.6242,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S012780,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.8121,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S012781,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,1.6242,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S012782,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S012783,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.252,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S012784,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S012785,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S012786,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.8121,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S012787,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S012788,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S012789,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.8121,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S012790,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,1.6242,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S012791,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S012792,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.8121,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S012793,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.8121,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S012794,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,1.2041,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S012799,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.8121,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S012800,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.196,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S012802,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Middle South Fork Kaweah River | 180300070502,South Fork Kaweah River,,,Bakersfield,
S012803,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.392,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower South Fork Kaweah River | 180300070503,South Fork Kaweah River,,,Bakersfield,
S012804,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,1.6242,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Middle South Fork Kaweah River | 180300070502,South Fork Kaweah River,,,Bakersfield,
S012805,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,1.6242,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Middle South Fork Kaweah River | 180300070502,South Fork Kaweah River,,,Bakersfield,
S012806,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,0.8121,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Yokohl Creek | 180300060401,Yokohl Creek,,,Bakersfield,
S012807,Active,Statements,BLM California State Office,UNSP,Tulare,12/23/2025,2.4083,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Yokohl Creek | 180300060401,Yokohl Creek,,,Bakersfield,
S012810,Active,Statements,BLM California State Office,UNSP,Kern,12/23/2025,0.336,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Isabella Lake-Kern River | 180300010607,Bull Run Creek-Kern River,,,Bakersfield,
S012811,Active,Statements,BLM California State Office,UNSP  AKA 8-27-5B ,Mono,12/23/2025,0.8121,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Clearwater Creek | 160503010102,Headwaters East Walker River,,,Bishop,
S012812,Active,Statements,BLM California State Office,UNSP  AKA 8-27-4B ,Mono,12/23/2025,7.5889,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Clearwater Creek | 160503010102,Headwaters East Walker River,,,Bishop,
S012813,Active,Statements,BLM California State Office,UNSP  AKA 8-27-3B ,Mono,12/23/2025,0.8961,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Clearwater Creek | 160503010102,Headwaters East Walker River,,,Bishop,
S012814,Active,Statements,BLM California State Office,UNSP  AKA 8-27-2B ,Mono,12/23/2025,1.2041,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Clearwater Creek | 160503010102,Headwaters East Walker River,,,Bishop,
S012815,Active,Statements,BLM California State Office,UNSP  AKA 8-27-1B ,Mono,12/23/2025,1.4562,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Clearwater Creek | 160503010102,Headwaters East Walker River,,,Bishop,
S012816,Active,Statements,BLM California State Office,UNSP  AKA 10-12-3B ,Mono,12/23/2025,0.5601,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Wilson Creek | 180901010403,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S012817,Active,Statements,BLM California State Office,UNSP  AKA 10-12-2B ,Mono,12/23/2025,0.9801,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Wilson Creek | 180901010403,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S012818,Active,Statements,BLM California State Office,UNSP  AKA 10-12-1B ,Mono,12/23/2025,0.6721,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Wilson Creek | 180901010403,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S012819,Active,Statements,BLM California State Office,UNSP  AKA 8-24-7B ,Mono,12/23/2025,0.4761,Stockwatering; Fish and Wildlife Preservation and Enhancement,,East Slough-West Walker River | 160503020204,Middle West Walker River,,,Bishop,
S012820,Active,Statements,BLM California State Office,UNSP  AKA 8-24-8B ,Mono,12/23/2025,0.8121,Stockwatering; Fish and Wildlife Preservation and Enhancement,,East Slough-West Walker River | 160503020204,Middle West Walker River,,,Bishop,
S012821,Active,Statements,BLM California State Office,UNSP  AKA 8-25-1B ,Mono,12/23/2025,13.7636,Stockwatering; Fish and Wildlife Preservation and Enhancement,,East Slough-West Walker River | 160503020204,Middle West Walker River,,,Bishop,
S012822,Active,Statements,BLM California State Office,UNSP  AKA 8-25-5B ,Mono,12/23/2025,1.8482,Fish and Wildlife Preservation and Enhancement; Stockwatering,,East Slough-West Walker River | 160503020204,Middle West Walker River,,,Bishop,
S012823,Active,Statements,BLM California State Office,UNSP  AKA 8-25-4B ,Mono,12/23/2025,1.6242,Fish and Wildlife Preservation and Enhancement; Stockwatering,,East Slough-West Walker River | 160503020204,Middle West Walker River,,,Bishop,
S012824,Active,Statements,BLM California State Office,UNSP  AKA 8-25-3B ,Mono,12/23/2025,0.5601,Stockwatering; Fish and Wildlife Preservation and Enhancement,,East Slough-West Walker River | 160503020204,Middle West Walker River,,,Bishop,
S012825,Active,Statements,BLM California State Office,UNSP  AKA 8-25-2B ,Mono,12/23/2025,2.0162,Stockwatering; Fish and Wildlife Preservation and Enhancement,,East Slough-West Walker River | 160503020204,Middle West Walker River,,,Bishop,
S012826,Active,Statements,BLM California State Office,UNSP  AKA 8-24-1B ,Mono,12/23/2025,4.5926,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012827,Active,Statements,BLM California State Office,UNSP  AKA 8-24-2B ,Mono,12/23/2025,0.8121,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012828,Active,Statements,BLM California State Office,UNSP  AKA 8-24-3B ,Mono,12/23/2025,0.8121,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012829,Active,Statements,BLM California State Office,UNSP  AKA 8-24-4B ,Mono,12/24/2025,0.168,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012830,Active,Statements,BLM California State Office,UNSP  AKA 8-23-2B ,Mono,12/24/2025,0.252,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012831,Active,Statements,BLM California State Office,UNSP  AKA 8-23-1B ,Mono,12/24/2025,17.0234,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012832,Active,Statements,BLM California State Office,UNSP  AKA 8-23-3B ,Mono,12/24/2025,0.4761,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012833,Active,Statements,BLM California State Office,UNSP  AKA 8-23-4B ,Mono,12/24/2025,1.4562,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012834,Active,Statements,BLM California State Office,UNSP  AKA 8-23-5B ,Mono,12/24/2025,2.4083,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012835,Active,Statements,BLM California State Office,UNSP  AKA 8-23-6B ,Mono,12/24/2025,0.4761,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012836,Active,Statements,BLM California State Office,UNSP,Mono,12/24/2025,0.6441,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012837,Active,Statements,BLM California State Office,UNSP  AKA 8-24-5B ,Mono,12/24/2025,0.6441,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012838,Active,Statements,BLM California State Office,UNSP  AKA 8-24-6B ,Mono,12/24/2025,0.336,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Slinkard Creek | 160503020205,Middle West Walker River,,,Bishop,
S012839,Active,Statements,BLM California State Office,UNSP  AKA 9-18-4B ,Inyo,12/24/2025,16.299,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower Rock Creek | 180901020303,Rock Creek,,,Ridgecrest,
S012840,Active,Statements,BLM California State Office,UNSP AKA SHEEPSPRINGS,Lassen,12/24/2025,5.2366,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER,Upper Cedar Creek | 180200020201,Cedar Creek,,,Eagle Lake ,
S012841,Active,Statements,BLM California State Office,PIPE SPRING,Lassen,12/24/2025,0.8121,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER,Upper Cedar Creek | 180200020201,Cedar Creek,,,Eagle Lake ,
S012842,Active,Statements,BLM California State Office,NOBLE FISH SPRING,Modoc,12/24/2025,1.6242,Stockwatering; Fish and Wildlife Preservation and Enhancement,PIT RIVER,Noble Creek-Pit River | 180200020901,Warm Springs Valley-Pit River,,,Applegate,
S012843,Active,Statements,BLM California State Office,JUOC SPRING,Lassen,12/24/2025,0.392,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Dry Creek | 180800020103,Cold Spring Creek-Madeline Plains,,,Eagle Lake ,
S012844,Active,Statements,BLM California State Office,PYGMY SPRING,Modoc,12/24/2025,0.112,Stockwatering; Fish and Wildlife Preservation and Enhancement,PIT RIVER,Hot Creek-Pit River | 180200020902,Warm Springs Valley-Pit River,,,Applegate,
S012845,Active,Statements,BLM California State Office,TRENCH SPRING,Modoc,12/24/2025,0.056,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER,Hot Creek-Pit River | 180200020902,Warm Springs Valley-Pit River,,,Applegate,
S012846,Active,Statements,BLM California State Office,NEOTOMA SPRING,Modoc,12/24/2025,0.4201,Stockwatering; Fish and Wildlife Preservation and Enhancement,PIT RIVER,Hot Creek-Pit River | 180200020902,Warm Springs Valley-Pit River,,,Applegate,
S012847,Active,Statements,BLM California State Office,BLACK DOG SPRING,Modoc,12/24/2025,0.056,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER,Upper Canyon Creek | 180200020801,Canyon Creek,,,Applegate,
S012848,Active,Statements,BLM California State Office,LITTLE WATER SPRING,Lassen,12/24/2025,0.056,Stockwatering; Fish and Wildlife Preservation and Enhancement,PIT RIVER,Upper Cedar Creek | 180200020201,Cedar Creek,,,Eagle Lake ,
S012849,Active,Statements,BLM California State Office,WOOD SPRING,Lassen,12/24/2025,0.056,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER,Upper Willow Creek | 180200021601,Willow Creek,,,Eagle Lake ,
S012850,Active,Statements,BLM California State Office,UPPER MOUNTAIN SPRING,Modoc,12/24/2025,0.112,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER,Linnville Creek-North Fork Pit River | 180200020601,North Fork Pit River,,,Applegate ,
S012851,Active,Statements,BLM California State Office,FOUR PINE SPRING,Modoc,12/24/2025,1.2041,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER,Town of Canby-Pit River | 180200021203,Blacks Canyon-Pit River,,,Applegate ,
S012852,Active,Statements,BLM California State Office,CANYON CREEK SPRINGS,Modoc,12/24/2025,4.0325,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER,Upper Canyon Creek | 180200020801,Canyon Creek,,,Applegate ,
S012853,Active,Statements,BLM California State Office,LITTLE BUCK SPRINGS,Lassen,12/24/2025,1.6242,Stockwatering; Fish and Wildlife Preservation and Enhancement,PIT RIVER,Upper Cedar Creek | 180200020201,Cedar Creek,,,Eagle Lake,
S012854,Active,Statements,BLM California State Office,CSNR SPRING,Modoc,12/24/2025,0.8121,Stockwatering; Fish and Wildlife Preservation and Enhancement,PIT RIVER,Linnville Creek-North Fork Pit River | 180200020601,North Fork Pit River,,,Applegate ,
S012855,Active,Statements,BLM California State Office,SHERLOCK SPRING,Modoc,12/24/2025,0.8121,Stockwatering; Fish and Wildlife Preservation and Enhancement,PIT RIVER,Donovan Reservoir | 180200020802,Canyon Creek,,,Applegate,
S012856,Active,Statements,BLM California State Office,J O B SPRING,Lassen,12/24/2025,0.5321,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER,Holbrook Canyon | 180200021402,Cottonwood Creek-Ash Creek,,,Eagle Lake,
S012857,Active,Statements,BLM California State Office,BIG BUCK SPRING,Lassen,12/24/2025,0.8121,Stockwatering; Fish and Wildlife Preservation and Enhancement,PIT RIVER,Upper Cedar Creek | 180200020201,Cedar Creek,,,Eagle Lake,
S012867,Active,Statements,BLM California State Office,HALLORAN SPRING,San Bernardino,12/24/2025,0.8121,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Halloran Spring-Halloran Wash | 180902082402,Halloran Wash,,,Needles,
S012869,Active,Statements,BLM California State Office,FRANCES SPRING,San Bernardino,12/24/2025,0.8121,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Francis Spring | 180902031106,Upper Kingston Wash,,,Needles,
S012870,Active,Statements,BLM California State Office,GROANER SPRING,San Bernardino,12/24/2025,0,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Wheaton Wash-Frontal Ivanpah Lake | 160600151003,Devil Canyon-Frontal Ivanpah Lake,,,Needles,
S012896,Active,Statements,BLM RIDGECREST FIELD OFFICE,PEACH TREE SPRING,Inyo,12/24/2025,3.9989,Fish and Wildlife Preservation and Enhancement,,Bruce Canyon-Searles Valley | 180902051202,Searles Valley,,,Ridgecrest,
S012897,Active,Statements,BLM California State Office,UNSP,San Diego,12/24/2025,0.9969,Fish and Wildlife Preservation and Enhancement,,Boundary Creek | 181002020203,Upper Carrizo Creek,,,Palm Springs ,
S012898,Active,Statements,BLM California State Office,UNSP,San Diego,12/24/2025,1.501,Fish and Wildlife Preservation and Enhancement,,Boundary Creek | 181002020203,Upper Carrizo Creek,,,Palm Springs ,
S012899,Active,Statements,BLM California State Office,UNSP,San Bernardino,12/24/2025,1.9994,Fish and Wildlife Preservation and Enhancement,,Means Lake | 181001001001,Means Lake-Emerson Lake,,,Palm Springs ,
S012900,Active,Statements,BLM California State Office,UNSP,San Bernardino,12/24/2025,7.9978,Fish and Wildlife Preservation and Enhancement,,Means Lake | 181001001001,Means Lake-Emerson Lake,,,Palm Springs ,
S012940,Active,Statements,BLM California State Office,UNSP,Tulare,12/24/2025,0.392,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower Chimney Creek | 180300020402,Chimney Creek,,,Bakersfield,
S012941,Active,Statements,BLM California State Office,UNSP,Tulare,12/24/2025,0.252,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower Chimney Creek | 180300020402,Chimney Creek,,,Bakersfield,
S012942,Active,Statements,BLM California State Office,UNSP,Tulare,12/24/2025,2.4083,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Tibbets Creek-South Fork Kern River | 180300020302,Middle South Fork Kern River,,,Bakersfield,
S012477,Active,Statements,BLM California State Office,PANTHER CANYON,San Benito;Siskiyou,12/25/2025,0,Fish and Wildlife Preservation and Enhancement; Stockwatering,Klamath;KLAMATH WATERSHED,James Creek-San Benito River | 180600020503;Shovel Creek | 180102060301,Upper San Benito River;Copco Reservoir-Klamath River,,,Central Coast/Redding,
S012979,Active,Statements,BLM California State Office,UNSP,Mono,12/25/2025,0.056,Stockwatering,,Aurora Canyon | 160503010104,Headwaters East Walker River,,,Bishop,
S012980,Active,Statements,BLM California State Office,,Mono,12/25/2025,0.056,Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S012981,Active,Statements,BLM California State Office,,Mono,12/25/2025,3.4668,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S012982,Active,Statements,BLM California State Office,,Mono,12/25/2025,7.0176,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S012983,Active,Statements,BLM California State Office,,Mono,12/25/2025,1.4506,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S012984,Active,Statements,BLM California State Office,,Mono,12/25/2025,3.1476,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Grant Lake-Rush Creek | 180901010301,Rush Creek,,,Bishop,
S012985,Active,Statements,BLM California State Office,,Mono,12/25/2025,2.4195,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Aurora Canyon | 160503010104,Headwaters East Walker River,,,Bishop,
S012986,Active,Statements,BLM California State Office,,Mono,12/25/2025,2.5819,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Aurora Canyon | 160503010104,Headwaters East Walker River,,,Bishop,
S012987,Active,Statements,BLM California State Office,,Mono,12/25/2025,1.0473,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Aurora Canyon | 160503010104,Headwaters East Walker River,,,Bishop,
S012988,Active,Statements,BLM California State Office,,Mono,12/25/2025,4.839,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Aurora Canyon | 160503010104,Headwaters East Walker River,,,Bishop,
S012989,Active,Statements,BLM California State Office,,Mono,12/25/2025,0.6049,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Aurora Canyon | 160503010104,Headwaters East Walker River,,,Bishop,
S012990,Active,Statements,BLM California State Office,,Mono,12/25/2025,3.226,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Aurora Canyon | 160503010104,Headwaters East Walker River,,,Bishop,
S012991,Active,Statements,BLM California State Office,,Mono,12/25/2025,0.9689,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S012992,Active,Statements,BLM California State Office,,Mono,12/25/2025,0.7835,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S012993,Active,Statements,BLM California State Office,,Mono,12/25/2025,4.5982,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S012994,Active,Statements,BLM California State Office,,Mono,12/25/2025,5.4046,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S012995,Active,Statements,BLM California State Office,,Mono,12/25/2025,0.5265,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S012996,Active,Statements,BLM California State Office,,Mono,12/25/2025,0.4032,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Bodie Creek | 160503010201,Rough Creek,,,Bishop,
S012997,Active,Statements,BLM California State Office,,Mono,12/25/2025,0.2408,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S012998,Active,Statements,BLM California State Office,,Mono,12/25/2025,3.7917,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S012999,Active,Statements,BLM California State Office,,Mono,12/25/2025,3.0636,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S013000,Active,Statements,BLM California State Office,,Mono,12/25/2025,2.7443,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S013001,Active,Statements,BLM California State Office,,Mono,12/25/2025,1.613,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
S013002,Active,Statements,BLM California State Office,,Mono,12/25/2025,2.4195,Fish and Wildlife Preservation and Enhancement,,Upper Rough Creek | 160503010205,Rough Creek,,,Bishop,
