final_site_uid,report_record_number,field_maps_number,field_maps_globalid,source_feature_id,site_origin,table1a_name,table1a_latitude,table1a_longitude,table1b_name,table1b_latitude,table1b_longitude,table1c_name,table1c_latitude,table1c_longitude,table2_name_original,table2_latitude_original,table2_longitude_original,table2_report_basin_original,table2_status_original,table2_field_notes,final_site_name,final_latitude,final_longitude,final_status,final_feature_type,spatial_bulletin118_id,spatial_bulletin118_name,reported_basin,monitoring_performed,laboratory_sample_collected,duplicate_flag,duplicate_of_site_uid,identity_resolution_method,identity_confidence,identity_notes,status_resolution_reason,source_authority,review_status,table1c_to_table2_distance_ft,table1c_to_table2_distance_miles,coordinate_change_category,reported_spatial_basin_match,name_basin_expected,name_spatial_basin_conflict
mojave_fieldcheck_r134,134,25,,,contractor-added reconnaissance target,,,,,,,Chuckwalla 5a,33.7155608,-115.2433759,Chuckwalla 5a,33.7155608,-115.2433759,Chuckwalla Valley,present,"windmill, pump and well.  Not accessible for sounding, residences downhill from well, appears active",Chuckwalla 5a,33.7155608,-115.2433759,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,Chuckwalla Valley,False
mojave_fieldcheck_r135,135,"27, 28",,,discovered during reconnaissance,,,,,,,,,,Chuckwalla 5b,34.712737,-115.125172,Chuckwalla Valley,present,"Discovered during field recon.  6"" steel outer, 4"" PVC inner, appears recently installed, residences downhill from well",Chuckwalla 5b,34.712737,-115.125172,present,groundwater_well_site,7-002,Fenner Valley,Chuckwalla Valley,True,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,LOW / UNRESOLVED,one-degree latitude transcription hypothesis; spatial basin/name conflict,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,HUMAN REVIEW,,,no_table1c_predecessor,False,Chuckwalla Valley,True
mojave_fieldcheck_r136,136,26,,,discovered during reconnaissance,,,,,,,,,,Chuckwalla 5c,34.712737,-115.125172,Chuckwalla Valley,present,"Discovered during field recon.  Defunct windmill with 4' dia. hole.  Timbers in hole, depth unknown, dangerous, residences downwhill from well",Chuckwalla 5c,34.712737,-115.125172,present,groundwater_well_site,7-002,Fenner Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,LOW / UNRESOLVED,one-degree latitude transcription hypothesis; spatial basin/name conflict,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,HUMAN REVIEW,,,no_table1c_predecessor,False,Chuckwalla Valley,True
mojave_fieldcheck_r137,137,153,,,added during sampling phase,,,,,,,,,,EW-7 (Tetra),34.5149057333333,-115.654173716666,Bristol Valley,present,"on Tetra work area, access thru main entrance off Amboy, 5 mi E of Amboy, 1 mi S of RR tracks",EW-7 (Tetra),34.5149057333333,-115.654173716666,present,groundwater_well_site,7-008,Bristol Valley,Bristol Valley,True,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,,,no_table1c_predecessor,True,,False
mojave_fieldcheck_r138,138,150,,,added during sampling phase,,,,,,,,,,K Well (Tetra),34.5104433196095,-115.647248941293,Bristol Valley,present,"on Tetra work area, access thru main entrance off Amboy, 5 mi E of Amboy, 1 mi S of RR tracks",K Well (Tetra),34.5104433196095,-115.647248941293,present,groundwater_well_site,7-008,Bristol Valley,Bristol Valley,True,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,,,no_table1c_predecessor,True,,False
mojave_fieldcheck_r139,139,149,,,added during sampling phase,,,,,,,,,,EW-9 (Tetra),34.5096422666666,-115.645991466666,Bristol Valley,present,"on Tetra work area, access thru main entrance off Amboy, 5 mi E of Amboy, 1 mi S of RR tracks",EW-9 (Tetra),34.5096422666666,-115.645991466666,present,groundwater_well_site,7-008,Bristol Valley,Bristol Valley,True,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,,,no_table1c_predecessor,True,,False
mojave_fieldcheck_r140,140,159,,,added during sampling phase,,,,,,,,,,TW-1 (Tetra),34.2635652666666,-115.369065516666,Cadiz Valley,present,"on Tetra work area, access thru main entrance off 62 and west of 177, 13.1 miles N 62",TW-1 (Tetra),34.2635652666666,-115.369065516666,present,groundwater_well_site,7-007,Cadiz Valley,Cadiz Valley,True,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,,,no_table1c_predecessor,True,,False
mojave_fieldcheck_r141,141,158,,,added during sampling phase,,,,,,,,,,LW-12 (Tetra),34.2868116,-115.3867888,Cadiz Valley,present,"on Tetra work area, access thru main entrance off 62 and west of 177, 13.1 miles N 62",LW-12 (Tetra),34.2868116,-115.3867888,present,groundwater_well_site,7-007,Cadiz Valley,Cadiz Valley,True,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,,,no_table1c_predecessor,True,,False
mojave_fieldcheck_r142,142,157,,,added during sampling phase,,,,,,,,,,DW-2 (Tetra),34.3055153,-115.4075579333,Cadiz Valley,present,"on Tetra work area, access thru main entrance off 62 and west of 177, 13.1 miles N 62",DW-2 (Tetra),34.3055153,-115.4075579333,present,groundwater_well_site,7-007,Cadiz Valley,Cadiz Valley,True,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,,,no_table1c_predecessor,True,,False
mojave_fieldcheck_r143,143,156,,,added during sampling phase,,,,,,,,,,Hill North Well 1 (Tetra),34.3261413833,-115.4216325,Cadiz Valley,present,"on Tetra work area, access thru main entrance off 62 and west of 177, 13.1 miles N 62",Hill North Well 1 (Tetra),34.3261413833,-115.4216325,present,groundwater_well_site,7-007,Cadiz Valley,Cadiz Valley,True,True,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,,,no_table1c_predecessor,True,,False
mojave_fieldcheck_r144,144,155,,,added during sampling phase,,,,,,,,,,Hill North Well 5 (Tetra),34.33161502,-115.411748315483,Cadiz Valley,present,"on Tetra work area, access thru main entrance off 62 and west of 177, 13.1 miles N 62",Hill North Well 5 (Tetra),34.33161502,-115.411748315483,present,groundwater_well_site,7-007,Cadiz Valley,Cadiz Valley,True,True,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,,,no_table1c_predecessor,True,,False
mojave_fieldcheck_r145,145,160,,,added during sampling phase,,,,,,,,,,,34.5314072666666,-115.649057066666,Bristol Valley,present,"2.5 mi E of Saltus, N of RR Tracks 100'",,34.5314072666666,-115.649057066666,present,groundwater_well_site,7-008,Bristol Valley,Bristol Valley,True,True,False,,exact coordinate and measurement match; Field Maps No. 160 preserved,HIGH,"physical site, coordinates, status, monitoring/laboratory linkage, and Field Maps No. 160 are resolved; final facility name and old BRIM source_record_id remain incomplete",Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,HUMAN REVIEW,,,no_table1c_predecessor,True,,False
