document_id,wilderness_id,component_id,document_title,document_type,agency,publication_date,geographic_scope,document_url,landing_page_url,authority_level,wilderness_wide_or_component_specific,last_verified,notes
doc-334adfefd6c0,fw-2544,,North Fork Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,North Fork Wilderness,https://wilderness.net/visit-wilderness/?ID=417,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-74d2fe0c9e39,fw-2544,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,North Fork Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-fe5314767ef0,fw-2550,,North Mesquite Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,North Mesquite Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=423,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-1b28bbdca27c,fw-2550,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,North Mesquite Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-69d4e7ea0c2d,fw-2599,,Old Woman Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Old Woman Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=427,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-ec8f8d9c967d,fw-2599,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Old Woman Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-3956e0782cfc,fw-2631,,Orocopia Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Orocopia Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=432,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-ea15d76af5bc,fw-2631,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Orocopia Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-36d4684a6aa6,fw-2631,,Public Law 111-11 — Omnibus Public Land Management Act of 2009,public law,U.S. Congress,2009-03-30,Orocopia Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-17e3016a1e9f,fw-2636,,Otay Mountain Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Otay Mountain Wilderness,https://wilderness.net/visit-wilderness/?ID=433,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-735a67558558,fw-2636,,Public Law 106-145 — Otay Mountain Wilderness Act of 1999,public law,U.S. Congress,1999-12-09,Otay Mountain Wilderness,https://www.govinfo.gov/content/pkg/PLAW-106publ145/html/PLAW-106publ145.htm,https://www.govinfo.gov/content/pkg/PLAW-106publ145/html/PLAW-106publ145.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-c6d931d13d06,fw-2646,,Owens Peak Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Owens Peak Wilderness,https://wilderness.net/visit-wilderness/?ID=435,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-034b0f64f15b,fw-2646,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Owens Peak Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-d44b628f14ed,fw-2648,,Owens River Headwaters Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Owens River Headwaters Wilderness,https://wilderness.net/visit-wilderness/?ID=735,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-c14f0d7f5825,fw-2648,,Public Law 111-11 — Omnibus Public Land Management Act of 2009,public law,U.S. Congress,2009-03-30,Owens River Headwaters Wilderness,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-8ff30411868e,fw-2670,,Pahrump Valley Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Pahrump Valley Wilderness,https://wilderness.net/visit-wilderness/?ID=437,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-b0c5e9cdcb15,fw-2670,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Pahrump Valley Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-53394d7d5e7c,fw-2676,,Palen/McCoy Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Palen/McCoy Wilderness,https://wilderness.net/visit-wilderness/?ID=441,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-26900360181a,fw-2676,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Palen/McCoy Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-aa7a0b8bca63,fw-2676,,Public Law 111-11 — Omnibus Public Land Management Act of 2009,public law,U.S. Congress,2009-03-30,Palen/McCoy Wilderness,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-73fc73ec4286,fw-2680,,Palo Verde Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Palo Verde Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=442,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-7cd9f1baadd3,fw-2680,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Palo Verde Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-53a67dff1fe2,fw-2680,,Palo Verde Mountains Wilderness,official wilderness webpage,Bureau of Land Management,,Palo Verde Mountains Wilderness,https://www.blm.gov/visit/palo-verde-mountains-wilderness,https://www.blm.gov/visit/palo-verde-mountains-wilderness,3 - official managing-agency page,wilderness-wide or agency-component as labeled,2026-08-04,Use component-specific language where the page describes only the agency's portion.
doc-cf47502f5926,fw-2751,,Phillip Burton Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Phillip Burton Wilderness,https://wilderness.net/visit-wilderness/?ID=455,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-b570e828fa7c,fw-2751,,Public Law 94-557 — Wilderness designations act,public law,U.S. Congress,1976-10-19,Phillip Burton Wilderness,https://www.govinfo.gov/content/pkg/PLAW-94publ557/html/PLAW-94publ557.htm,https://www.govinfo.gov/content/pkg/PLAW-94publ557/html/PLAW-94publ557.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-efa50de9b49a,fw-2754,,Picacho Peak Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Picacho Peak Wilderness,https://wilderness.net/visit-wilderness/?ID=456,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-87b8631aa5b5,fw-2754,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Picacho Peak Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-0a549bd8eb4b,fw-2770,,Pine Creek Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Pine Creek Wilderness,https://wilderness.net/visit-wilderness/?ID=457,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-16c7388752e2,fw-2770,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Pine Creek Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-6fa32b94fb29,fw-2785,,Pinto Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Pinto Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=737,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-8a4c3218d44e,fw-2785,,Public Law 111-11 — Omnibus Public Land Management Act of 2009,public law,U.S. Congress,2009-03-30,Pinto Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-3a49ce755a34,fw-2789,,Piper Mountain Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Piper Mountain Wilderness,https://wilderness.net/visit-wilderness/?ID=463,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-367b046c36c9,fw-2789,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Piper Mountain Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-6f7c07f23245,fw-2797,,Piute Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Piute Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=464,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-9758256057c8,fw-2797,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Piute Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-f9b06f365444,fw-2806,,Pleasant View Ridge Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Pleasant View Ridge Wilderness,https://wilderness.net/visit-wilderness/?ID=738,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-f6727b5a893f,fw-2806,,Public Law 111-11 — Omnibus Public Land Management Act of 2009,public law,U.S. Congress,2009-03-30,Pleasant View Ridge Wilderness,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-c7eaea40ef93,fw-2917,,Red Buttes Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Red Buttes Wilderness,https://wilderness.net/visit-wilderness/?ID=487,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-dc1d39ba8f69,fw-2917,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Red Buttes Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-7e0bc440b765,fw-2946,,Resting Spring Range Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Resting Spring Range Wilderness,https://wilderness.net/visit-wilderness/?ID=491,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-faab158edb0b,fw-2946,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Resting Spring Range Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-dab278e5c3f0,fw-2949,,Rice Valley Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Rice Valley Wilderness,https://wilderness.net/visit-wilderness/?ID=492,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-5beea61c8c13,fw-2949,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Rice Valley Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-6e597f8d5d13,fw-2972,,Riverside Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Riverside Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=497,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-6fda0e086409,fw-2972,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Riverside Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-a03d4e84432e,fw-2990,,Rocks and Islands Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Rocks and Islands Wilderness,https://wilderness.net/visit-wilderness/?ID=703,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-8f2c5c8c6ceb,fw-2990,,Public Law 109-362 — Northern California Coastal Wild Heritage Wilderness Act,public law,U.S. Congress,2006-10-17,Rocks and Islands Wilderness,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-ccf60a6bd344,fw-3002,,Rodman Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Rodman Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=501,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-223ae8d12893,fw-3002,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Rodman Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-765d082b600c,fw-3029,,Russian Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Russian Wilderness,https://wilderness.net/visit-wilderness/?ID=507,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-7c4e3a0285c5,fw-3029,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Russian Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-c364192480f4,fw-3036,,Sacatar Trail Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Sacatar Trail Wilderness,https://wilderness.net/visit-wilderness/?ID=508,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-d5abe43be598,fw-3036,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Sacatar Trail Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-9a1c8d37cb14,fw-3044,,Saddle Peak Hills Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Saddle Peak Hills Wilderness,https://wilderness.net/visit-wilderness/?ID=510,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-b9b26216ffc9,fw-3044,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Saddle Peak Hills Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-14c93d6b19df,fw-3099,,San Gabriel Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,San Gabriel Wilderness,https://wilderness.net/visit-wilderness/?ID=520,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-e6fd3fb46af3,fw-3099,,Public Law 90-318 — San Gabriel Wilderness Act,public law,U.S. Congress,1968-06-01,San Gabriel Wilderness,https://www.govinfo.gov/content/pkg/PLAW-90publ318/html/PLAW-90publ318.htm,https://www.govinfo.gov/content/pkg/PLAW-90publ318/html/PLAW-90publ318.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-a8c9ce580b13,fw-3100,,San Gorgonio Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,San Gorgonio Wilderness,https://wilderness.net/visit-wilderness/?ID=521,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-75d40dc4810a,fw-3100,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,San Gorgonio Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-70982c0bb6d1,fw-3102,,San Jacinto Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,San Jacinto Wilderness,https://wilderness.net/visit-wilderness/?ID=522,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-d211270fd77e,fw-3102,,Public Law 88-577 — Wilderness Act of 1964,public law,U.S. Congress,1964-09-03,San Jacinto Wilderness,https://www.govinfo.gov/content/pkg/PLAW-88publ577/html/PLAW-88publ577.htm,https://www.govinfo.gov/content/pkg/PLAW-88publ577/html/PLAW-88publ577.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-5717c2b9cadc,fw-3114,,San Mateo Canyon Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,San Mateo Canyon Wilderness,https://wilderness.net/visit-wilderness/?ID=524,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-8766694ee423,fw-3114,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,San Mateo Canyon Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-76678c5c957b,fw-3122,,San Rafael Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,San Rafael Wilderness,https://wilderness.net/visit-wilderness/?ID=526,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-428fefb6ff67,fw-3122,,Public Law 90-271 — San Rafael Wilderness Act,public law,U.S. Congress,1968-03-21,San Rafael Wilderness,https://www.govinfo.gov/content/pkg/PLAW-90publ271/html/PLAW-90publ271.htm,https://www.govinfo.gov/content/pkg/PLAW-90publ271/html/PLAW-90publ271.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-c4895a5e49bd,fw-3141,,Sanhedrin Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Sanhedrin Wilderness,https://wilderness.net/visit-wilderness/?ID=681,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-153dc59f2706,fw-3141,,Public Law 109-362 — Northern California Coastal Wild Heritage Wilderness Act,public law,U.S. Congress,2006-10-17,Sanhedrin Wilderness,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-dcbfd1823004,fw-3148,,Santa Lucia Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Santa Lucia Wilderness,https://wilderness.net/visit-wilderness/?ID=530,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-b94ff5c64596,fw-3148,,Public Law 95-237 — Endangered American Wilderness Act of 1978,public law,U.S. Congress,1978-02-24,Santa Lucia Wilderness,https://www.govinfo.gov/content/pkg/PLAW-95publ237/html/PLAW-95publ237.htm,https://www.govinfo.gov/content/pkg/PLAW-95publ237/html/PLAW-95publ237.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-6beb832ad1c2,fw-3154,,Santa Rosa Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Santa Rosa Wilderness,https://wilderness.net/visit-wilderness/?ID=531,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-1d1390f085c2,fw-3154,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Santa Rosa Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-210bb48a9cfe,fw-3154,,Public Law 111-11 — Omnibus Public Land Management Act of 2009,public law,U.S. Congress,2009-03-30,Santa Rosa Wilderness,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-9974534bf8d9,fw-3154,,Santa Rosa Wilderness,official wilderness webpage,Bureau of Land Management,,Santa Rosa Wilderness,https://www.blm.gov/visit/santa-rosa-wilderness,https://www.blm.gov/visit/santa-rosa-wilderness,3 - official managing-agency page,wilderness-wide or agency-component as labeled,2026-08-04,Use component-specific language where the page describes only the agency's portion.
doc-af2f2ee26278,fw-3179,,Sawtooth Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Sawtooth Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=537,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
