wilderness_id,source_semantic_id,wilderness_connect_id,official_name,alternate_names,wilderness_abbreviation,states,designation_date,designation_year,original_public_law,subsequent_public_laws,public_law_source_notes,legal_authority,official_reference_acres,acreage_source,source_gis_acres_total,calculated_component_acres_total,source_component_count,managing_agencies,shared_management,blm_role,blm_role_summary,blm_component_count,non_blm_component_count,wilderness_summary_short,wilderness_summary_full,wilderness_character_summary,management_access_summary,official_page_url,direct_official_agency_page_url,official_map_url,primary_management_plan_title,primary_management_plan_url,local_unit_pages,wilderness_connect_url,recreation_gov_search_url,congress_search_url,nepa_search_url,courtlistener_search_url,google_scholar_case_search_url,web_search_url,verified_litigation_count,last_verified,source_notes,present_in_brim_snapshot,brim_snapshot_component_count,brim_snapshot_source_gis_acres_total,brim_snapshot_calculated_acres_total,brim_snapshot_managing_agencies,brim_snapshot_blm_component_count,brim_snapshot_non_blm_component_count,brim_snapshot_comparison_status,brim_snapshot_notes,brim_snapshot_export_date,snapshot_comparison_verified_on
fw-401,401,80,Bright Star Wilderness,,Bright_Star,CA,1994-10-31,1994,Public Law 103-433,,"The BLM source contains a 2011 component/acquisition record coded to the Wilderness Act domain; use the public-law list and original designation year from the interagency record, and confirm against statutory maps before legal use.",Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,8191.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",8761.0,8760.839,2,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,2,0,"Bright Star Canyon encloses Kelso Creek and leaves Sequoia National Forest to cross the southern portion of the Bureau of Land Management's Bright Star Wilderness. In the northwestern portion, Cortez Canyon","Bright Star Canyon encloses Kelso Creek and leaves Sequoia National Forest to cross the southern portion of the Bureau of Land Management's Bright Star Wilderness. In the northwestern portion, Cortez Canyon The BLM California layer represents the named wilderness with 2 source geometries administered by BLM.","Bright Star Canyon encloses Kelso Creek and leaves Sequoia National Forest to cross the southern portion of the Bureau of Land Management's Bright Star Wilderness. In the northwestern portion, Cortez Canyon","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,https://www.blm.gov/office/ridgecrest-field-office,https://wilderness.net/visit-wilderness/?ID=80,https://www.recreation.gov/search?q=Bright+Star+Wilderness,https://www.congress.gov/search?q=%22Bright+Star+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Bright+Star+Wilderness,https://www.courtlistener.com/?q=%22Bright+Star+Wilderness%22,https://scholar.google.com/scholar?q=%22Bright+Star+Wilderness%22+wilderness,https://www.google.com/search?q=%22Bright+Star+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,2,8761.0,8760.839,BLM,2,0,same_component_count,,2026-04-23,2026-08-05
fw-405,405,82,Bristol Mountains Wilderness,,Bristol_Mountains,CA,1994-10-31,1994,Public Law 103-433,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,71389.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",77048.0,77048.51,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,"The Bristol Mountains Wilderness contains the tilted and bisected old volcanic plain called Old Dad Mountains and the northern portion of the Bristol Mountains which climb as high as 3,874 feet. The broad","The Bristol Mountains Wilderness contains the tilted and bisected old volcanic plain called Old Dad Mountains and the northern portion of the Bristol Mountains which climb as high as 3,874 feet. The broad","The Bristol Mountains Wilderness contains the tilted and bisected old volcanic plain called Old Dad Mountains and the northern portion of the Bristol Mountains which climb as high as 3,874 feet. The broad","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=82,https://www.recreation.gov/search?q=Bristol+Mountains+Wilderness,https://www.congress.gov/search?q=%22Bristol+Mountains+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Bristol+Mountains+Wilderness,https://www.courtlistener.com/?q=%22Bristol+Mountains+Wilderness%22,https://scholar.google.com/scholar?q=%22Bristol+Mountains+Wilderness%22+wilderness,https://www.google.com/search?q=%22Bristol+Mountains+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,77048.0,77048.51,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
fw-426,426,84,Bucks Lake Wilderness,,Bucks_Lake,CA,1984-09-28,1984,Public Law 98-425,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,23578.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",23776.0,23775.719,1,USFS,False,no_identified_management_role,,0,1,"Bordered by Bucks Lake on the south, this relatively small area boasts a broad diversity of vegetation (brush fields, conifers, oaks, pure stands of red fir) and topography (bare rocky slopes, cliffs","Bordered by Bucks Lake on the south, this relatively small area boasts a broad diversity of vegetation (brush fields, conifers, oaks, pure stands of red fir) and topography (bare rocky slopes, cliffs","Bordered by Bucks Lake on the south, this relatively small area boasts a broad diversity of vegetation (brush fields, conifers, oaks, pure stands of red fir) and topography (bare rocky slopes, cliffs","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=84,https://www.recreation.gov/search?q=Bucks+Lake+Wilderness,https://www.congress.gov/search?q=%22Bucks+Lake+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Bucks+Lake+Wilderness,https://www.courtlistener.com/?q=%22Bucks+Lake+Wilderness%22,https://scholar.google.com/scholar?q=%22Bucks+Lake+Wilderness%22+wilderness,https://www.google.com/search?q=%22Bucks+Lake+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,23776.0,23775.719,USFS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-4549,4549,772,Buzzards Peak Wilderness,,Buzzards_Peak,CA,2019-03-12,2019,Public Law 116-9,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,11840.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",12329.0,12329.386,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,"The geologically rich soils of the Buzzards Peak Wilderness create landscapes of rich chocolate brown, yellows, reds, and blues. This area is an important part of the traditional homeland of the Quechan","The geologically rich soils of the Buzzards Peak Wilderness create landscapes of rich chocolate brown, yellows, reds, and blues. This area is an important part of the traditional homeland of the Quechan","The geologically rich soils of the Buzzards Peak Wilderness create landscapes of rich chocolate brown, yellows, reds, and blues. This area is an important part of the traditional homeland of the Quechan","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=772,https://www.recreation.gov/search?q=Buzzards+Peak+Wilderness,https://www.congress.gov/search?q=%22Buzzards+Peak+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Buzzards+Peak+Wilderness,https://www.courtlistener.com/?q=%22Buzzards+Peak+Wilderness%22,https://scholar.google.com/scholar?q=%22Buzzards+Peak+Wilderness%22+wilderness,https://www.google.com/search?q=%22Buzzards+Peak+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,12329.0,12329.386,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
fw-463,463,684,Cache Creek Wilderness,,Cache_Creek,CA,2006-10-17,2006,Public Law 109-362,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,27296.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",30778.0,30778.508,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,"The Cache Creek Wilderness is centered on a 17-mile stretch of Cache Creek, flowing from Clear Lake in eastern Lake County. The prominent feature within the wilderness is Cache Creek, which runs east towards","The Cache Creek Wilderness is centered on a 17-mile stretch of Cache Creek, flowing from Clear Lake in eastern Lake County. The prominent feature within the wilderness is Cache Creek, which runs east towards","The Cache Creek Wilderness is centered on a 17-mile stretch of Cache Creek, flowing from Clear Lake in eastern Lake County. The prominent feature within the wilderness is Cache Creek, which runs east towards","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,https://www.blm.gov/office/ukiah-field-office,https://wilderness.net/visit-wilderness/?ID=684,https://www.recreation.gov/search?q=Cache+Creek+Wilderness,https://www.congress.gov/search?q=%22Cache+Creek+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Cache+Creek+Wilderness,https://www.courtlistener.com/?q=%22Cache+Creek+Wilderness%22,https://scholar.google.com/scholar?q=%22Cache+Creek+Wilderness%22+wilderness,https://www.google.com/search?q=%22Cache+Creek+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,30778.0,30778.508,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
fw-470,470,93,Cadiz Dunes Wilderness,,Cadiz_Dunes,CA,1994-10-31,1994,Public Law 103-433,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,19935.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",21253.0,21252.846,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,"The Cadiz Dunes Wilderness encompasses the majority of the Cadiz Dunes, and some of the lands immediately surrounding them. The dunes were formed by north winds blowing sands off the Cadiz Dry Lake. The","The Cadiz Dunes Wilderness encompasses the majority of the Cadiz Dunes, and some of the lands immediately surrounding them. The dunes were formed by north winds blowing sands off the Cadiz Dry Lake. The","The Cadiz Dunes Wilderness encompasses the majority of the Cadiz Dunes, and some of the lands immediately surrounding them. The dunes were formed by north winds blowing sands off the Cadiz Dry Lake. The","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=93,https://www.recreation.gov/search?q=Cadiz+Dunes+Wilderness,https://www.congress.gov/search?q=%22Cadiz+Dunes+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Cadiz+Dunes+Wilderness,https://www.courtlistener.com/?q=%22Cadiz+Dunes+Wilderness%22,https://scholar.google.com/scholar?q=%22Cadiz+Dunes+Wilderness%22+wilderness,https://www.google.com/search?q=%22Cadiz+Dunes+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,21253.0,21252.846,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
fw-474,474,756,Cahuilla Mountain Wilderness,,Cahuilla_Mountain,CA,2009-03-30,2009,Public Law 111-11,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,5575.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",5654.0,5653.83,1,USFS,False,no_identified_management_role,,0,1,"The Cahuilla Mountain Wilderness offers spectacular views of the historic Juan Bautista de Anza Trail, soaring peaks, and the vast desert landscape. Its chaparral covered slopes and forested mountaintop","The Cahuilla Mountain Wilderness offers spectacular views of the historic Juan Bautista de Anza Trail, soaring peaks, and the vast desert landscape. Its chaparral covered slopes and forested mountaintop","The Cahuilla Mountain Wilderness offers spectacular views of the historic Juan Bautista de Anza Trail, soaring peaks, and the vast desert landscape. Its chaparral covered slopes and forested mountaintop","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=756,https://www.recreation.gov/search?q=Cahuilla+Mountain+Wilderness,https://www.congress.gov/search?q=%22Cahuilla+Mountain+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Cahuilla+Mountain+Wilderness,https://www.courtlistener.com/?q=%22Cahuilla+Mountain+Wilderness%22,https://scholar.google.com/scholar?q=%22Cahuilla+Mountain+Wilderness%22+wilderness,https://www.google.com/search?q=%22Cahuilla+Mountain+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,5654.0,5653.83,USFS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-561,561,98,Caribou Wilderness,,Caribou,CA,1964-09-03,1964,Public Law 88-577,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,20839.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",20837.0,20836.942,1,USFS,False,no_identified_management_role,,0,1,Reminders of the volcanic and glacial origin of the Caribou Wilderness can be seen throughout this forested plateau. The forest is composed predominantly of lodgepole pine sprinkled with a mixture of Jeffrey,Reminders of the volcanic and glacial origin of the Caribou Wilderness can be seen throughout this forested plateau. The forest is composed predominantly of lodgepole pine sprinkled with a mixture of Jeffrey,Reminders of the volcanic and glacial origin of the Caribou Wilderness can be seen throughout this forested plateau. The forest is composed predominantly of lodgepole pine sprinkled with a mixture of Jeffrey,"Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=98,https://www.recreation.gov/search?q=Caribou+Wilderness,https://www.congress.gov/search?q=%22Caribou+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Caribou+Wilderness,https://www.courtlistener.com/?q=%22Caribou+Wilderness%22,https://scholar.google.com/scholar?q=%22Caribou+Wilderness%22+wilderness,https://www.google.com/search?q=%22Caribou+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,20837.0,20836.942,USFS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-566,566,101,Carrizo Gorge Wilderness,,Carrizo_Gorge,CA,1994-10-31,1994,Public Law 103-433,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,14740.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",14824.0,14824.391,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,"Some of the most expansive views in the entire California Desert--vistas often extending for more than 100 miles--exist in Carrizo Gorge Wilderness. From overlooks, you can see the Chocolate Mountains","Some of the most expansive views in the entire California Desert--vistas often extending for more than 100 miles--exist in Carrizo Gorge Wilderness. From overlooks, you can see the Chocolate Mountains","Some of the most expansive views in the entire California Desert--vistas often extending for more than 100 miles--exist in Carrizo Gorge Wilderness. From overlooks, you can see the Chocolate Mountains","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,https://www.blm.gov/office/el-centro-field-office,https://wilderness.net/visit-wilderness/?ID=101,https://www.recreation.gov/search?q=Carrizo+Gorge+Wilderness,https://www.congress.gov/search?q=%22Carrizo+Gorge+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Carrizo+Gorge+Wilderness,https://www.courtlistener.com/?q=%22Carrizo+Gorge+Wilderness%22,https://scholar.google.com/scholar?q=%22Carrizo+Gorge+Wilderness%22+wilderness,https://www.google.com/search?q=%22Carrizo+Gorge+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,14824.0,14824.391,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
fw-570,570,102,Carson-Iceberg Wilderness,,Carson_Iceberg,CA,1984-09-28,1984,Public Law 98-425,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,158147.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",159340.0,159340.164,1,USFS,False,no_identified_management_role,,0,1,"This Wilderness straddles California's Sierra Nevada Crest, divided between Humboldt - Toiyabe and Stanislaus National Forests. Here you'll find spectacular high country, with 12 peaks rising above 10,000","This Wilderness straddles California's Sierra Nevada Crest, divided between Humboldt - Toiyabe and Stanislaus National Forests. Here you'll find spectacular high country, with 12 peaks rising above 10,000","This Wilderness straddles California's Sierra Nevada Crest, divided between Humboldt - Toiyabe and Stanislaus National Forests. Here you'll find spectacular high country, with 12 peaks rising above 10,000","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=102,https://www.recreation.gov/search?q=Carson-Iceberg+Wilderness,https://www.congress.gov/search?q=%22Carson-Iceberg+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Carson-Iceberg+Wilderness,https://www.courtlistener.com/?q=%22Carson-Iceberg+Wilderness%22,https://scholar.google.com/scholar?q=%22Carson-Iceberg+Wilderness%22+wilderness,https://www.google.com/search?q=%22Carson-Iceberg+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,159340.0,159340.164,USFS,0,1,same_component_count,,2026-04-23,2026-08-05
