acec_id,component_id,boundary_represents,designation_applies_to,surface_management_scope,mineral_estate_scope,includes_non_blm_land,non_blm_land_summary,public_access_status,public_access_scope,access_information_source,access_information_source_url,access_information_verified_on,access_information_confidence,land_status_caveat,last_verified,notes
acec-3a59aba8cb5246,blmca-1ed835ad-b172-42ca-9ca7-01bbcb95d666,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-c03b261f133906,blmca-d03c1e5f-ea32-46b9-9bdf-f7e9f92e3e9a,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-e8b72e19e142f6,blmca-920d16dd-ab00-469c-a546-6523c3ce111d,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-2b35387302279d,blmca-f79ad1b4-7b1d-4483-80a8-1f4d2260134f,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-1b6b11fb2fa3da,blmca-318f2b91-74b6-4fdb-9ba3-ab1abc753cee,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-6d85a6d54632e3,blmca-a8bb640e-2f98-4899-b99b-1c04675c0f12,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-5d4bd3eb92c832,blmca-eb7ea06e-10c8-4a36-98f2-dec9a8268d05,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-75b3171ed4c960,blmca-9e3443a2-2588-492e-aa56-29555f6697ad,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-09fe4a5bcad4b5,blmca-a0cae823-dc4f-4785-93b0-987b078b0a78,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-0b0d388308cb98,blmca-58943e65-6fe6-4604-b3f4-8231adf07d33,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-460f0c52cecfed,blmca-08f7ba26-52ef-4b67-854e-3f208e1956f5,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-de56c514e59197,blmca-a157f7ca-0e12-4821-a8c6-fafcdd3e2e82,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
acec-9b03a4735ae0c5,blmca-bf4e6797-bbf1-4afe-825c-d142ebbcafb8,BLM land-use-planning ACEC polygon,scope must be read with governing plan and land status,unresolved at parcel level,unresolved,unresolved,No surface-management overlay was supplied or executed.,unresolved,Do not infer access from polygon or roads.,,,,unknown,"The ACEC boundary is not an ownership boundary, cadastral survey, or guarantee of public access.",2026-08-05,
